Mod:Item:MetaData, Localized Name
gregtech:machine:410, Basic Plasma Arc Furnace
gregtech:machine:411, Advanced Plasma Arc Furnace
gregtech:machine:412, Advanced Plasma Arc Furnace II
gregtech:machine:413, Advanced Plasma Arc Furnace III
gregtech:machine:420, Basic Polarizer
gregtech:machine:421, Advanced Polarizer
gregtech:machine:422, Advanced Polarizer II
gregtech:machine:423, Advanced Polarizer III
gregtech:machine:430, Basic Precision Laser Engraver
gregtech:machine:431, Advanced Precision Laser Engraver
gregtech:machine:432, Advanced Precision Laser Engraver II
gregtech:machine:433, Advanced Precision Laser Engraver III
gregtech:machine:434, Laser Engraver IV
gregtech:machine:450, Basic Sifting Machine
gregtech:machine:451, Advanced Sifting Machine
gregtech:machine:452, Advanced Sifting Machine II
gregtech:machine:453, Advanced Sifting Machine III
gregtech:machine:460, Basic Thermal Centrifuge
gregtech:machine:461, Advanced Thermal Centrifuge
gregtech:machine:462, Advanced Thermal Centrifuge II
gregtech:machine:463, Advanced Thermal Centrifuge III
gregtech:machine:470, Basic Wiremill
gregtech:machine:471, Advanced Wiremill
gregtech:machine:472, Advanced Wiremill II
gregtech:machine:473, Advanced Wiremill III
gregtech:machine:480, Basic Diesel Generator
gregtech:machine:481, Advanced Diesel Generator
gregtech:machine:482, Turbo Diesel Generator
gregtech:machine:485, Basic Steam Turbine
gregtech:machine:486, Advanced Steam Turbine
gregtech:machine:487, Turbo Steam Turbine
gregtech:machine:490, Basic Gas Turbine
gregtech:machine:491, Advanced Gas Turbine
gregtech:machine:492, Turbo Gas Turbine
gregtech:machine:493, Magic Energy Absorber
gregtech:machine:494, Basic Item Collector
gregtech:machine:495, Advanced Item Collector
gregtech:machine:496, Advanced Item Collector II
gregtech:machine:497, Advanced Item Collector III
gregtech:machine:500, ULV Machine Hull
gregtech:machine:501, LV Machine Hull
gregtech:machine:502, MV Machine Hull
gregtech:machine:503, HV Machine Hull
gregtech:machine:504, EV Machine Hull
gregtech:machine:505, IV Machine Hull
gregtech:machine:506, LuV Machine Hull
gregtech:machine:507, ZPM Machine Hull
gregtech:machine:508, UV Machine Hull
gregtech:machine:509, Max Machine Hull
gregtech:machine:510, Primitive Blast Furnace
gregtech:machine:511, Electric Blast Furnace
gregtech:machine:512, Vacuum Freezer
gregtech:machine:513, Implosion Compressor
gregtech:machine:514, Pyrolyse Oven
gregtech:machine:515, Distillation Tower
gregtech:machine:516, Multi Smelter
gregtech:machine:517, Diesel Engine
gregtech:machine:518, Large Steam Turbine
gregtech:machine:519, Large Gas Turbine
gregtech:machine:520, Large Plasma Turbine
gregtech:machine:521, Large Bronze Boiler
gregtech:machine:522, Large Steel Boiler
gregtech:machine:523, Large Titanium Boiler
gregtech:machine:524, Large Tungstensteel Boiler
gregtech:machine:525, Cracker Unit
gregtech:machine:526, Coke Oven
gregtech:machine:527, Coke Oven Hatch
gregtech:machine:600, Low Voltage Transformer
gregtech:machine:601, Medium Voltage Transformer
gregtech:machine:602, High Voltage Transformer
gregtech:machine:603, Extreme Voltage Transformer
gregtech:machine:604, Insane Voltage Transformer
gregtech:machine:605, Ludicrous Voltage Transformer
gregtech:machine:606, ZPM Voltage Transformer
gregtech:machine:607, Ultimate Voltage Transformer
gregtech:machine:610, Ultra Low Voltage Battery Buffer
gregtech:machine:611, Ultra Low Voltage Battery Buffer
gregtech:machine:612, Ultra Low Voltage Battery Buffer
gregtech:machine:613, Ultra Low Voltage Battery Buffer
gregtech:machine:614, Low Voltage Battery Buffer
gregtech:machine:615, Low Voltage Battery Buffer
gregtech:machine:616, Low Voltage Battery Buffer
gregtech:machine:617, Low Voltage Battery Buffer
gregtech:machine:618, Medium Voltage Battery Buffer
gregtech:machine:619, Medium Voltage Battery Buffer
gregtech:machine:620, Medium Voltage Battery Buffer
gregtech:machine:621, Medium Voltage Battery Buffer
gregtech:machine:622, High Voltage Battery Buffer
gregtech:machine:623, High Voltage Battery Buffer
gregtech:machine:624, High Voltage Battery Buffer
gregtech:machine:625, High Voltage Battery Buffer
gregtech:machine:626, Extreme Voltage Battery Buffer
gregtech:machine:627, Extreme Voltage Battery Buffer
gregtech:machine:628, Extreme Voltage Battery Buffer
gregtech:machine:629, Extreme Voltage Battery Buffer
gregtech:machine:630, Insane Voltage Battery Buffer
gregtech:machine:631, Insane Voltage Battery Buffer
gregtech:machine:632, Insane Voltage Battery Buffer
gregtech:machine:633, Insane Voltage Battery Buffer
gregtech:machine:634, Ludicrous Voltage Battery Buffer
gregtech:machine:635, Ludicrous Voltage Battery Buffer
gregtech:machine:636, Ludicrous Voltage Battery Buffer
gregtech:machine:637, Ludicrous Voltage Battery Buffer
gregtech:machine:638, ZPM Voltage Battery Buffer
gregtech:machine:639, ZPM Voltage Battery Buffer
gregtech:machine:640, ZPM Voltage Battery Buffer
gregtech:machine:641, ZPM Voltage Battery Buffer
gregtech:machine:642, Ultimate Voltage Battery Buffer
gregtech:machine:643, Ultimate Voltage Battery Buffer
gregtech:machine:644, Ultimate Voltage Battery Buffer
gregtech:machine:645, Ultimate Voltage Battery Buffer
gregtech:machine:646, MAX Voltage Battery Buffer
gregtech:machine:647, MAX Voltage Battery Buffer
gregtech:machine:648, MAX Voltage Battery Buffer
gregtech:machine:649, MAX Voltage Battery Buffer
gregtech:machine:680, Ultra Low Voltage Battery Charger
gregtech:machine:681, Low Voltage Battery Charger
gregtech:machine:682, Medium Voltage Battery Charger
gregtech:machine:683, High Voltage Battery Charger
gregtech:machine:684, Extreme Voltage Battery Charger
gregtech:machine:685, Insane Voltage Battery Charger
gregtech:machine:686, Ludicrous Voltage Battery Charger
gregtech:machine:687, ZPM Voltage Battery Charger
gregtech:machine:688, Ultimate Voltage Battery Charger
gregtech:machine:689, MAX Voltage Battery Charger
gregtech:machine:700, Input Bus (ULV)
gregtech:machine:701, Output Bus (ULV)
gregtech:machine:702, Input Hatch (ULV)
gregtech:machine:703, Output Hatch (ULV)
gregtech:machine:704, Energy Input Hatch (ULV)
gregtech:machine:705, Energy Output Hatch (ULV)
gregtech:machine:710, Input Bus (LV)
gregtech:machine:711, Output Bus (LV)
gregtech:machine:712, Input Hatch (LV)
gregtech:machine:713, Output Hatch (LV)
gregtech:machine:714, Energy Input Hatch (LV)
gregtech:machine:715, Energy Output Hatch (LV)
gregtech:machine:720, Input Bus (MV)
gregtech:machine:721, Output Bus (MV)
gregtech:machine:722, Input Hatch (MV)
gregtech:machine:723, Output Hatch (MV)
gregtech:machine:724, Energy Input Hatch (MV)
gregtech:machine:725, Energy Output Hatch (MV)
gregtech:machine:730, Input Bus (HV)
gregtech:machine:731, Output Bus (HV)
gregtech:machine:732, Input Hatch (HV)
gregtech:machine:733, Output Hatch (HV)
gregtech:machine:734, Energy Input Hatch (HV)
gregtech:machine:735, Energy Output Hatch (HV)
gregtech:machine:740, Input Bus (EV)
gregtech:machine:741, Output Bus (EV)
gregtech:machine:742, Input Hatch (EV)
gregtech:machine:743, Output Hatch (EV)
gregtech:machine:744, Energy Input Hatch (EV)
gregtech:machine:745, Energy Output Hatch (EV)
gregtech:machine:750, Input Bus (IV)
gregtech:machine:751, Output Bus (IV)
gregtech:machine:752, Input Hatch (IV)
gregtech:machine:753, Output Hatch (IV)
gregtech:machine:754, Energy Input Hatch (IV)
gregtech:machine:755, Energy Output Hatch (IV)
gregtech:machine:760, Input Bus (LuV)
gregtech:machine:761, Output Bus (LuV)
gregtech:machine:762, Input Hatch (LuV)
gregtech:machine:763, Output Hatch (LuV)
gregtech:machine:764, Energy Input Hatch (LuV)
gregtech:machine:765, Energy Output Hatch (LuV)
gregtech:machine:770, Input Bus (ZPM)
gregtech:machine:771, Output Bus (ZPM)
gregtech:machine:772, Input Hatch (ZPM)
gregtech:machine:773, Output Hatch (ZPM)
gregtech:machine:774, Energy Input Hatch (ZPM)
gregtech:machine:775, Energy Output Hatch (ZPM)
gregtech:machine:780, Input Bus (UV)
gregtech:machine:781, Output Bus (UV)
gregtech:machine:782, Input Hatch (UV)
gregtech:machine:783, Output Hatch (UV)
gregtech:machine:784, Energy Input Hatch (UV)
gregtech:machine:785, Energy Output Hatch (UV)
gregtech:machine:790, Input Bus (MAX)
gregtech:machine:791, Output Bus (MAX)
gregtech:machine:792, Input Hatch (MAX)
gregtech:machine:793, Output Hatch (MAX)
gregtech:machine:794, Energy Input Hatch (MAX)
gregtech:machine:795, Energy Output Hatch (MAX)
gregtech:machine:802, Bronze Chest
gregtech:machine:803, Steel Chest
gregtech:machine:804, Stainless Steel Chest
gregtech:machine:805, Titanium Chest
gregtech:machine:806, Tungstensteel Chest
gregtech:machine:807, Wooden Chest
gregtech:machine:808, Small Wooden Chest
gregtech:machine:811, Wooden Tank
gregtech:machine:812, Bronze Tank
gregtech:machine:813, Steel Tank
gregtech:machine:814, Stainless Steel Tank
gregtech:machine:815, Titanium Tank
gregtech:machine:816, Tungstensteel Tank
gregtech:machine:817, Rotor Holder (HV)
gregtech:machine:818, Rotor Holder (LuV)
gregtech:machine:819, Rotor Holder (MAX)
gregtech:machine:820, Basic Fisher
gregtech:machine:821, Advanced Fisher
gregtech:machine:822, Advanced Fisher II
gregtech:machine:823, Advanced Fisher III
gregtech:machine:824, Locked Safe
gregtech:machine:825, Advanced Crafting Station
gregtech:machine:900, Basic Pump
gregtech:machine:910, Advanced Pump
gregtech:machine:920, Advanced Pump II
gregtech:machine:930, Advanced Pump III
gregtech:machine:950, Basic Air Collector
gregtech:machine:960, Advanced Air Collector
gregtech:machine:970, Advanced Air Collector II
gregtech:machine:980, Advanced Air Collector III
gregtech:machine:1001, Tesla Coil
gregtech:machine:1010, Basic Quantum Chest
gregtech:machine:1011, Advanced Quantum Chest
gregtech:machine:1012, Advanced Quantum Chest II
gregtech:machine:1013, Black Hole-Quantum Chest III
gregtech:machine:1020, Basic Quantum Tank
gregtech:machine:1021, Advanced Quantum Tank
gregtech:machine:1022, Advanced Quantum Tank II
gregtech:machine:1023, Black Hole-Quantum Tank III
gregtech:machine:1030, Basic Block Breaker
gregtech:machine:1031, Advanced Block Breaker
gregtech:machine:1032, Advanced Block Breaker II
gregtech:machine:1033, Advanced Block Breaker III
gregtech:machine:2008, Basic Cluster Mill
gregtech:machine:2009, Advanced Cluster Mill
gregtech:machine:2010, Advanced Cluster Mill II
gregtech:machine:2011, Advanced Cluster Mill III
gregtech:machine:2012, Advanced Cluster Mill IV
gregtech:machine:2013, Advanced Cluster Mill V
gregtech:machine:2014, Advanced Cluster Mill VI
gregtech:machine:2015, Advanced Cluster Mill VII
gregtech:machine:2016, Electron Excitement Processor
gregtech:machine:2017, Electron Excitement Processor
gregtech:machine:2018, Electron Excitement Processor
gregtech:machine:2019, Electron Excitement Processor
gregtech:machine:2020, Blend-O-Matic 9001
gregtech:machine:2021, Blend-O-Matic 9002
gregtech:machine:2022, Blend-O-Matic 9003
gregtech:machine:2023, Blend-O-Matic 9004
gregtech:machine:2024, Advanced Alloy Smelter IV
gregtech:machine:2025, Advanced Alloy Smelter V
gregtech:machine:2026, Advanced Alloy Smelter VI
gregtech:machine:2027, Advanced Alloy Smelter VII
gregtech:machine:2032, Advanced Arc Furnace IV
gregtech:machine:2033, Advanced Arc Furnace V
gregtech:machine:2034, Advanced Arc Furnace VI
gregtech:machine:2035, Advanced Arc Furnace VII
gregtech:machine:2037, Advanced Assembling Machine V
gregtech:machine:2038, Advanced Assembling Machine VI
gregtech:machine:2039, Advanced Assembling Machine VII
gregtech:machine:2041, Advanced Autoclave V
gregtech:machine:2042, Advanced Autoclave VI
gregtech:machine:2043, Advanced Autoclave VII
gregtech:machine:2044, Advanced Bending Machine IV
gregtech:machine:2045, Advanced Bending Machine V
gregtech:machine:2046, Advanced Bending Machine VI
gregtech:machine:2047, Advanced Bending Machine VII
gregtech:machine:2048, Advanced Brewery IV
gregtech:machine:2049, Advanced Brewery V
gregtech:machine:2050, Advanced Brewery VI
gregtech:machine:2051, Advanced Brewery VII
gregtech:machine:2052, Advanced Canning Machine IV
gregtech:machine:2053, Advanced Canning Machine V
gregtech:machine:2054, Advanced Canning Machine VI
gregtech:machine:2055, Advanced Canning Machine VII
gregtech:machine:2056, Molecular Cyclone
gregtech:machine:2057, Molecular Cyclone
gregtech:machine:2058, Molecular Cyclone
gregtech:machine:2059, Molecular Cyclone
gregtech:machine:2060, Advanced Chemical Bath IV
gregtech:machine:2061, Advanced Chemical Bath V
gregtech:machine:2062, Advanced Chemical Bath VI
gregtech:machine:2063, Advanced Chemical Bath VII
gregtech:machine:2064, Advanced Chemical Reactor IV
gregtech:machine:2065, Advanced Chemical Reactor V
gregtech:machine:2066, Advanced Chemical Reactor VI
gregtech:machine:2067, Advanced Chemical Reactor VII
gregtech:machine:2068, Singularity Compressor
gregtech:machine:2069, Singularity Compressor
gregtech:machine:2070, Singularity Compressor
gregtech:machine:2071, Singularity Compressor
gregtech:machine:2072, Advanced Cutting Machine IV
gregtech:machine:2073, Advanced Cutting Machine V
gregtech:machine:2074, Advanced Cutting Machine VI
gregtech:machine:2075, Advanced Cutting Machine VII
gregtech:machine:2076, Advanced Distillery IV
gregtech:machine:2077, Advanced Distillery V
gregtech:machine:2078, Advanced Distillery VI
gregtech:machine:2079, Advanced Distillery VII
gregtech:machine:2080, Molecular Disintegrator E-4905
gregtech:machine:2081, Molecular Disintegrator E-4906
gregtech:machine:2082, Molecular Disintegrator E-4907
gregtech:machine:2083, Molecular Disintegrator E-4908
gregtech:machine:2084, Advanced Electromagnetic Separator IV
gregtech:machine:2085, Advanced Electromagnetic Separator V
gregtech:machine:2086, Advanced Electromagnetic Separator VI
gregtech:machine:2087, Advanced Electromagnetic Separator VII
gregtech:machine:2088, Vacuum Extractor
gregtech:machine:2089, Vacuum Extractor
gregtech:machine:2090, Vacuum Extractor
gregtech:machine:2091, Vacuum Extractor
gregtech:machine:2092, Advanced Extruder IV
gregtech:machine:2093, Advanced Extruder V
gregtech:machine:2094, Advanced Extruder VI
gregtech:machine:2095, Advanced Extruder VII
gregtech:machine:2096, Advanced Fermenter IV
gregtech:machine:2097, Advanced Fermenter V
gregtech:machine:2098, Advanced Fermenter VI
gregtech:machine:2099, Advanced Fermenter VII
gregtech:machine:2100, Instant Fluid Canner
gregtech:machine:2101, Instant Fluid Canner
gregtech:machine:2102, Instant Fluid Canner
gregtech:machine:2103, Instant Fluid Canner
gregtech:machine:2104, Advanced Fluid Extractor IV
gregtech:machine:2105, Advanced Fluid Extractor V
gregtech:machine:2106, Advanced Fluid Extractor VI
gregtech:machine:2107, Advanced Fluid Extractor VII
gregtech:machine:2108, Advanced Fluid Heater IV
gregtech:machine:2109, Advanced Fluid Heater V
gregtech:machine:2110, Advanced Fluid Heater VI
gregtech:machine:2111, Advanced Fluid Heater VII
gregtech:machine:2112, Advanced Fluid Solidifier IV
gregtech:machine:2113, Advanced Fluid Solidifier V
gregtech:machine:2114, Advanced Fluid Solidifier VI
gregtech:machine:2115, Advanced Fluid Solidifier VII
gregtech:machine:2116, Advanced Forge Hammer IV
gregtech:machine:2117, Advanced Forge Hammer V
gregtech:machine:2118, Advanced Forge Hammer VI
gregtech:machine:2119, Advanced Forge Hammer VII
gregtech:machine:2120, Advanced Forming Press IV
gregtech:machine:2121, Advanced Forming Press V
gregtech:machine:2122, Advanced Forming Press VI
gregtech:machine:2123, Advanced Forming Press VII
gregtech:machine:2124, Advanced Lathe IV
gregtech:machine:2125, Advanced Lathe V
gregtech:machine:2126, Advanced Lathe VI
gregtech:machine:2127, Advanced Lathe VII
gregtech:machine:2128, Advanced Microwave IV
gregtech:machine:2129, Advanced Microwave V
gregtech:machine:2130, Advanced Microwave VI
gregtech:machine:2131, Advanced Microwave VII
gregtech:machine:2132, Advanced Mixer IV
gregtech:machine:2133, Advanced Mixer V
gregtech:machine:2134, Advanced Mixer VI
gregtech:machine:2135, Advanced Mixer VII
gregtech:machine:2136, Repurposed Laundry-Washer I-360
gregtech:machine:2137, Repurposed Laundry-Washer I-720
gregtech:machine:2138, Repurposed Laundry-Washer I-1080
gregtech:machine:2139, Repurposed Laundry-Washer I-1440
gregtech:machine:2140, Boxinator
gregtech:machine:2141, Boxinator
gregtech:machine:2142, Boxinator
gregtech:machine:2143, Boxinator
gregtech:machine:2144, Unboxinator
gregtech:machine:2145, Unboxinator
gregtech:machine:2146, Unboxinator
gregtech:machine:2147, Unboxinator
gregtech:machine:2148, Advanced Plasma Arc Furnace IV
gregtech:machine:2149, Advanced Plasma Arc Furnace V
gregtech:machine:2150, Advanced Plasma Arc Furnace VI
gregtech:machine:2151, Advanced Plasma Arc Furnace VII
gregtech:machine:2152, Advanced Polarizer IV
gregtech:machine:2153, Advanced Polarizer V
gregtech:machine:2154, Advanced Polarizer VI
gregtech:machine:2155, Advanced Polarizer VII
gregtech:machine:2157, Advanced Precision Laser Engraver V
gregtech:machine:2158, Advanced Precision Laser Engraver VI
gregtech:machine:2159, Advanced Precision Laser Engraver VII
gregtech:machine:2160, Advanced Sifting Machine IV
gregtech:machine:2161, Advanced Sifting Machine V
gregtech:machine:2162, Advanced Sifting Machine VI
gregtech:machine:2163, Advanced Sifting Machine VII
gregtech:machine:2164, Blaze Sweatshop T-6350
gregtech:machine:2165, Blaze Sweatshop T-6360
gregtech:machine:2166, Blaze Sweatshop T-6370
gregtech:machine:2167, Blaze Sweatshop T-6380
gregtech:machine:2168, Advanced Wiremill IV
gregtech:machine:2169, Advanced Wiremill V
gregtech:machine:2170, Advanced Wiremill VI
gregtech:machine:2171, Advanced Wiremill VII
gregtech:machine:2172, Naquadah Reactor Mk. 1
gregtech:machine:2173, Naquadah Reactor Mk. 2
gregtech:machine:2174, Naquadah Reactor Mk. 3
gregtech:machine:2175, Basic Mass Fabricator
gregtech:machine:2176, Advanced Mass Fabricator
gregtech:machine:2177, Advanced Mass Fabricator II
gregtech:machine:2178, Advanced Mass Fabricator III
gregtech:machine:2179, Advanced Mass Fabricator IV
gregtech:machine:2180, Advanced Mass Fabricator V
gregtech:machine:2181, Advanced Mass Fabricator VI
gregtech:machine:2182, Advanced Mass Fabricator VII
gregtech:machine:2183, Basic Replicator
gregtech:machine:2184, Advanced Replicator
gregtech:machine:2185, Advanced Replicator II
gregtech:machine:2186, Advanced Replicator III
gregtech:machine:2187, Advanced Replicator IV
gregtech:machine:2188, Advanced Replicator V
gregtech:machine:2189, Advanced Replicator VI
gregtech:machine:2190, Advanced Replicator VII
gregtech:machine:2191, Naquadah Reactor Mk. 4
gregtech:machine:2195, Wooden Barrel
gregtech:machine:2196, Bronze Drum
gregtech:machine:2197, Steel Drum
gregtech:machine:2198, Stainless Steel Drum
gregtech:machine:2199, Titanium Drum
gregtech:machine:2200, Tungstensteel Drum
gregtech:machine:2201, Advanced Pump IV
gregtech:machine:2202, Advanced Pump V
gregtech:machine:2203, Advanced Pump VI
gregtech:machine:2204, Advanced Pump VII
gregtech:machine:2205, Atmosphere Collector
gregtech:machine:2206, Atmosphere Collector
gregtech:machine:2207, Wooden Crate
gregtech:machine:2208, Bronze Crate
gregtech:machine:2209, Steel Crate
gregtech:machine:2210, Stainless Steel Crate
gregtech:machine:2211, Titanium Crate
gregtech:machine:2212, Tungstensteel Crate
gregtech:machine:2502, Assembly Line
gregtech:machine:2504, Fusion Reactor Computer Mark 1
gregtech:machine:2505, Fusion Reactor Computer Mark 2
gregtech:machine:2506, Fusion Reactor Computer Mark 3
gregtech:cable:1, 1x Aluminium wire
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
